,row,label
930,Aqui,1
931,Ok😕,2
932,????????,1
933,"Boa tarde, fiz um pedido hoje de manha que ainda está sendo processado, porém vi no email de recepção da compra que meu endereço de entrega aparece incompleto. É possível corrigir isso?",1
934,Agora sim mas estava precionando onde mandou,1
935,Preciso de converar com alguém,1
936,Produto demora em média quantos dias para chegar ao destinatário?,1
937,8/23/2018,1
938,olá boa tarde,1
939,muito obrigado,0
940,Há disponibilização do produto reserva ? Utilizo para trabalhar,1
941,Telefone: 31 9 99687654,1
942,Achei que ia ter mais informação😒,2
943,O teclado do meu notebook parou de funcionar depois que ele desligou sozinho eu tava usando na tomada,1
944,"e o ryzen 7, pagando avista, não teria um desconto a mais não?",1
945,isso vai apagar as coisas do notebook,1
946,Não. Só tinha ficado na dúvida por causa do e-mail,1
947,"Boa tarde, qual o prazo de entrega para o CEP 42703-180?",1
948,Ideapad 330 15' Full HD - Prata Cod. Produto:  81FE000PBR,1
949,Cleide Aparecida das Neves,1
950,"Isabel Cristina do nascimento 092995694-47 27/05/1990 Avenida nascimento de Castro 2126 Lagoa Nova Natal RN 59056-450 99667-6656/ 99101-0095 bebelcn@hotmail.com SN PE034L6V Valor: 2.250,90",1
951,Demora as vez pra responder alguns problema meu não foi resolvido ter mais respostas pra tentar ajudar as pessoas,1
952,Qual o prazo de entrega de um notebook Lenovo Ideapad 330 15' Full HD - Prata Cod. Produto:  81FE000PBR no CEP 42703-180?,1
953,Obrigado,0
954,Talvez agora,1
955,No caso o produto já foi enviado para mim ontem dia 03/06/2019. Qual o prazo?,1
956,Sim já fiz isso,1
957,Conector Adaptador Carregador Para Lenovo,1
958,Creio que seja um pixel,1
959,tem como eu falar com uma pessoa de verdade?,1
960,"Estou resolvendo pelo chat, obrigada",1
961,Acho que esse está com problema,1
962,Está uma mensagem  em inglês  não sei o que é e pra aperta ok,1
963,Essa ai,1
964,eu tenho um notebook ideapad lenovo 330ss,1
965,Não faz,1
966,Preciso saber se o monitor T22i possui tecnologia EDID,1
967,preciso saber se o onitor t22i possui tecnologia edid,1
968,Oi Boa noite tudo bom,1
969,preciso de um carregador Lenovo par4a pc core i7 ideapad,1
970,Fefaul t Boot Device Missingor Boot fai led  e + coisassss........,1
971,nao carrega mesmo,1
972,Deu pra entender  agora,1
973,fica falhando,1
974,Não adiantou,1
975,não carrega nada,1
976,Oiiiiiio,1
977,O processador continua sendo usado em 100% e só tenho acesso a dois núcleos do processador,1
978,Mobiyor,1
979,vcs ainda vendem maquinas 32 bits?,1
980,A primeira  palavra e Defaul,1
981,Casa,1
982,Não sei sobre isso  mas tudo que  quero e que o computador  volte a funcionar  de fábrica  não precisa  restaurar  nada pode ser,1
983,O que faço  agora,1
984,responde caralho,2
985,Já estamos a mas de 5h e nada,2
986,meu notebook não liga[,1
987,assitencia tecnia lenovo em belem tem?,1
988,"Não, eu quero informações sobre notes",1
989,tá me tirando so pode,2
990,Vocês tem chromebook?,1
991,não há nenhum sinal,1
992,assistência técnica na cidade de  Belém,1
993,"Sim, é um de 1.999",1
994,A Lenovo possui chromebook no portfólio?,1
995,meu notebook nao liga,1
996,Quero comprar,1
997,Esse  primeiro passo  não entendi,1
998,to esperando,1
999,o analista aí,1
1000,Foi sim obrigado,0
1001,092995604-47,1
1002,Valor do z5?,1
1003,"olá, boa tarde",1
1004,Preço de smartphone,1
1005,...,1
1006,agente,1
1007,bora comédia,1
1008,to com o notebook no prego aqui,1
1009,onde tem um yoga book pra testar?,1
1010,Só estou com. O problema do núcleo de processadores,1
1011,Mas depois resolvo,1
1012,"Olá, bom dia.    Meu nome é Victoria Barel, sou estudante de Comunicação Social - Jornalismo da Universidade Federal de Viçosa (UFV) e estou fazendo um trabalho dentro da disciplina de Assessoria de Comunicação e Imprensa onde preciso saber como é o funcionamento da assessoria dentro das empresas para apresentar para a turma como é a dinâmica e as estratégias que podem ser/são utilizadas no dia-a-dia.   Para tanto, gostaria de saber se vocês podem me ajudar respondendo algumas perguntas para eu poder entender como é o funcionamento aí na Lenovo. Gostaria também de saber qual o melhor meio para entrar em contato com vocês.",1
1013,preciso do software do aparelho para fazer a atualização do sistema,1
1014,obrigada,0
1015,eu só queria saber qual o formado da entrada do ssd m2,1
1016,deveria ser especificado,1
1017,já que tem a entrada,1
1018,existe a versão corporativa do ryzen 5?,1
1019,Cliquei   certo olha o que aparece,1
1020,Não  tem como seguir passo a passo  assim,2
1021,Oiiiio,1
1022,ja atualizei e o problema perssite,1
1023,"Para mim, máquina que seja boa leve e ultrafina",1
1024,o número de série é PE03S03D,1
1025,compra nova,1
1026,Olá!,1
1027,Só aparece disponível 2,1
1028,Olá algum irá me atender..?,1
1029,Ideapad 330,1
1030,Não inicializa.,1
1031,Travado em tela preta .,1
1032,Pe049vwx,1
1033,Queria saber o status do reparo,1
1034,rlp,1
1035,SNPE02CP1CMTM80UK0007BR,1
1036,SNPE02CP1C,1
1037,PE03EEMT,1
1038,Isso mesmo,1
1039,É um notebook lenovo ideapad,1
1040,Que saber se vocês vendemmenores ssd,1
1041,"O notebook comprado em fevereiro, que sempre foi lento, agora não quer ligar",1
1042,Aparece essa informação,1
1043,busco um note 2 em 1 14 p,1
1044,BOM DIA,1
1045,Em que local fica a assistência de vcs?,1
1046,Já fizeram uma restauração no meu equipamento,1
1047,Ele já foi pra garantia e voltou de novo pior do que foi,2
1048,Não quero mais fazer restauração!!!!!!!,1
1049,Não lembro,1
1050,Pode,1
1051,Como aciono a garantia?,1
1052,Quero um novo computador,1
1053,bom dia!,1
1054,preciso comprar 03 computadores para empresa,1
1055,PEO206V3,1
1056,Quero meu dinheiro de volta,2
1057,qual o melhor canal  para compras coorporativas?,1
1058,Me arrependi da compra,2
1059,Duvidas pos venda,1
1060,Arrependimento,2
1061,Pos venda,1
1062,"Nao quero mais este laptop, muito lento, me arrependi da compra",2
1063,Como devolve lo?,1
1064,exatamente,1
1065,é o botao power e não acende,1
1066,"Bom dia, tudo bem? Gostaria de umas informações a respeito de um modelo de notebook",1
1067,"esse link solicita a ordem de compra, porém ainda não efetuei a compra",1
1068,Tabom! Obrigada,0
1069,Sem broncas,1
1070,suporte tecnico,1
1071,Preciso de uma cópia da nota fiscal do meu pedido 4334169465. Como faço para receber esta nota fical?,1
1072,Só queria saber se vocês podem alterar algumas configurações de um notebook,1
1073,por exemplo enviar o mesmo sem HD,1
1074,Olá Bom dia!,1
1075,"BOM DIA , GOSTARIA DE COTAR E V530 S , COM 8 GIGAS DE RAM E 128 SSD . COM WINDOWNS 10 PRO 64",1
1076,fiz um pedido no site de um notebook e preciso confirmar os impostos que incidiram sobre a nota,1
1077,MANDAR COTAÇÃO EM compras@ocfsp.com.br,1
1078,"Bom dia, tenho notebook lenovo ideapad 320",1
1079,"Lenovo 65W AC Adapter (BR) para Ideapad 310, Yoga 510 e Yoga 520",1
1080,sim g40-70,1
1081,fonte carregador do yoga 520,1
1082,quero umNotebook,1
1083,É essa máquina mesmo,1
1084,"Desculpe a demora, mas a máquina não está comigo",1
1085,É impossível usar esse notebook sem tá na tomada,1
1086,qual é o similar do S400 mod 9630?,1
1087,um similar do S400 mod. 9630,1
1088,Mas meu processador é octa core,1
1089,não então,1
1090,"Meu nome é Marcos, sou empresário, Sim, preciso de ajuda, eu adquiri 2 lap tops, um i7 S/N: PE03MMGQ  e outro i5 para minha filha.  O dela funciona perfeito, entretanto o meu não. Todas as atividades que faço travam, principalmente do Office, emite uma msg “Não está respondendo” e depois de 20 segundos volta ao normal. Bem, a fim de solucionar o problema, já levei em 3 técnicos e formataram o computador, além disso coloquei um SSD para se tornar mais rápido, e não adiantou, continua lento e travando. Havia suspeita de que o problema era o Windows e as atualizações e propagandas da Lenovo e depois do Office 365. Para resumir, o problema persiste, não consigo usar o computador como convém, estou decepcionado com o produto e não sei o que fazer, peço que me orientem para que consiga resolver o problema.",2
1091,Você sabe me informar quanto sairia para fazer o reparo?,1
1092,NÃO CONSEGUI REALIZAR OS PASSOS.,1
1093,Depois que validar a garantia eles vão explicar como farei o envio do equipamento? Ou terei que vim aqui novamente?,1
1094,não consegui detectar o n´mero de séria do meu notebook,1
1095,Estou aguardando,1
1096,Default t Boot  Device Missingor ora Boot Fai led inserto recoveri Media anti Hit e + coisassssss,1
1097,Assistencia tecnica,1
1098,Tela quebrou,1
1099,"Olá, estou com um problema no meu lenovo vibe k6",1
1100,Lenovo 81fd0002br I3,1
1101,gostaria de tirar uma dúvida,1
1102,qual o numro de série e modelo ?,1
1103,"Boa tarde, qual o valor do notebook i5 para empresa?",1
1104,adquiri um notebook lenovo yoga 520 e me informaram que seria possivel solicitar uma bolsa de brinde,1
1105,entao,1
1106,utilizando a nota fiscal,1
1107,PEVR429 PN963062P,1
1108,"por favor, preciso da chave do windows, já passei o programa que recupera e apareceu uma linha cheia de 'X', meu note foi adquirido nas Lojas Americanas, se precisarem passo a nota fiscal, teno o selo do Windows 8 no verso.",1
1109,e ai?,1
1110,Já realizei estes procedimentos. O hd é reconhecido pela bios porém não há a inicialização.,1
1111,PE03J6L7,1
1112,Meu notebook sofreu uma queda nele e a tela quebrou,1
1113,"Atenciosamente, Paulo Ricardo",1
1114,PEO3Q8EQ,1
1115,"Olá! Em outro momento foi gerado um protocolo de logistica reversa referente ao caso do meu notebook (problemas na bateria), porém eu fiquei ocupado e não pude envia-lo no tempo hábil, será q vc poderia gerar outro?",1
1116,"2.365,13esse e o valor que está na nota isso  fora a garantia  estendida",1
1117,minha tela ficou manchada,1
1118,"Quando eu chegar em casa, eu mando",1
1119,"Boa Tarde! Venho por meio deste demonstrar minha indignação com o produto que adquiri da Lenovo, no dia 31/03/2018, um celular motorola modelo moto G5S (XT1792), no qual fiz a compra confiando na qualidade que seria os celulares da motorola, que no caso fabricante Lenovo, o mesmo parou de funcionar o sinal das operadoras, ou seja ele reconhece o chip porém fica sem serviço. Fiz todo o procedimento de restauração de fábrica do celular e não adiantou de nada, o celular é novo nunca se quer caiu ou levou alguma pancada para ocorrer isso que está acontecendo. A garantia de um ano se encerrou. E a Lenovo não tem se quer uma assistência técnica próxima ao qual eu possa mandar fazer conserto do celular, e ninguém, simplesmente ninguém na cidade faz o conserto do celular, que no momento se encontra perdido, onde dependo extremamente dele para o meu trabalho. E estou impossibilitado de fazer qualquer tipo de ligação ou usar internet, por que confiei na qualidade do celular fabricado pela Lenovo, ao qual me arrependo muito de ter comprado, e que nunca comprarei outro, ou indicarei para ninguém. Fica aqui minha insatisfação com o produto que comprei. Atenciosamente, Paulo Ricardo",2
1120,ideapad320,1
1121,A bateria não carrega,1
1122,E agora,1
1123,estou precisando de um servidor para meu escritorio de contabilide,1
1124,Não consigo visualizar se o endereço de entrega esta correto,1
1125,pe02znpl,1
1126,"possuo 4 computador, o meu mais tres funcionarios",1
1127,Carcaça do notebook lnv  4030,1
1128,"tela manchada,",1
1129,comprar um lenovo para servidor,1
1130,Wifi do meu notbook esta desativado,1
1131,😘,0
1132,Oiiiiiiiiiiii,1
1133,Eu gostaria de um cupom de desconto válido,1
1134,Quero comprar a carcaça do notebook,1
1135,PE02ZNPL,1
1136,"ok,",1
1137,Preciso da carcaça do notebook lnv 4030,1
1138,Como posso mandar uma imagem da tela pra voces ?,1
1139,Oiiiiiiiiiiiiiiiiiiiiiiiii,1
1140,onde eu levo meu computador pra conserta,1
1141,"O equipamento não é importado, eu comprei pessoalmente numa viagem a Europa e a LENOVO deve cobrir os problemas, se realmente se importa com a marca. Tenho vários equipamentos Lenovo, mas se não tiver resolvido este caso satisfatoriamente, retirarei a LENOVO das marcas que comprorarei",2
1142,Não obrigada,1
1143,Favor me passar o contato da Lenovo Portugal pois estarei na Europa no próximo mês,1
1144,APARECEU UM L DE LENOVO VANTAGE.,1
1145,desgraçado,2
1146,"a nota não está aqui agora , mas posso conseguir,",1
1147,"Olá, preciso solicitar a garantia da bateria do meu notebook",1
1148,modelo ideapad 320,1
1149,"E AGORA, QUAL O PRÓXIMO PASSO?",1
1150,sim está dentro de 1 ano,1
1151,PE03XKAN,1
1152,o computador LENOVO E73z saiu de linha?,1
1153,"Boa tarde, vi esse notebook Ideapad 330s 15', consigo comprar ele sem o Windows ou tenho alguma forma de retornar a licença? pois irei utilizar outro sistema nele",1
1154,"Olá,  recebi o email confirmando o envio do equipamento para mim",1
1155,PE03XLAE,1
1156,Não consigo ativar o bleutooth,1
1157,Nem pra servidor público?,1
1158,"Ok, só queria confirmar o endereço",1
1159,Só fala o nome da rua e o complemento,1
1160,E a respeito da duração ter diminuído tanto,1
1161,Problemas na bateria?,1
1162,"Olá, vcs poderiam gerar outro protocolo de logistica reversa?",1
1163,"PF: 100.798.789-89 Enzo Boaroli 88865-000 Rua dos Imigrantes, apto 1, nº 191 Nascimento: 13/02/1995 Cel 1: (47) 99901-5901 Cel 2: (48) 99694-4298 e-mail: eboaroli@hotmail.com.br Numero de série: PE03J6L7 Valor pago pelo produto: 2.699,99",1
1164,Não consigo ativar o bluetooth,1
1165,"CPF: 100.798.789-89 Enzo Boaroli 88865-000 Rua dos Imigrantes, apto 1, nº 191 Nascimento: 13/02/1995 Cel 1: (47) 99901-5901 Cel 2: (48) 99694-4298 e-mail: eboaroli@hotmail.com.br Numero de série: PE03J6L7 Valor pago pelo produto: 2.699,99",1
1166,"Sim, mas eu desativo esse modo quando coloco carregar a bateria",1
1167,"Ele atinge 100% de carga, normal",1
1168,Totalmente carregada,1
1169,"Antes durava até 5h, agora não tem mais jeito de passar de 1h30",1
1170,O bluetooth não está ativado,1
1171,Só consegui usar uma vez,1
1172,Boa noite.,1
1173,orçamento de servidores,1
1174,??????????????,1
1175,859 115 435 59,1
1176,?????????????????????,1
1177,Puro arrependimento de minha parte esperava mas dá Lenovo paguei 3399,2
1178,E me arrependi amargamente,2
1179,"Boa noite, gostaria de saber se possui suporte técnico da Lenovo no estado do Espírito Santo.",1
1180,SNPEO1R8L3,1
1181,Ruim,2
1182,Não aparece opção de ativar,1
1183,Recebi o notebook hoje. Ele está bem lento e o Office foi desinstalado,1
1184,Ainda não levei. O problema começou hoje pela manhã.,1
1185,Tá certo então,1
1186,Eu entro em contato novamente,1
1187,Obrigado!!,0
1188,Ok. Amanhã verificarei o problema e se necessário entro em contato novamente.,1
1189,Obrigadoooooooooooooo  Sucesso,0
1190,Estou no aguardo,1
1191,falar com atendente,1
1192,falar com o assistente,1
1193,Já enviei todas as informações,1
1194,Desde ontem,1
1195,Não tela bios,1
1196,Quero saber se meu notebook está voltando,1
1197,Marilda Ferreira da Silva,1
1198,Não estou com o PC em maos,1
1199,É isso,1
1200,gostaria de comprar bateria para meu pc  bodelo 20136 ...g 485,1
1201,"Sim, no próprio HD",1
1202,existe alguma loja aqui em Curitiba,1
1203,meu pc desliga,1
1204,Mas ele tá bem pior,1
1205,"Meu notebook só trava, e não tem nem um mês de comprado",1
1206,comprar bateria notebbok,1
1207,onde vejo isso???,1
1208,Eu sei,1
1209,Estou ciente disso,1
1210,42889633896,1
1211,comprar bateria notebook,1
1212,Quase todas as letras não estão funcionando,1
1213,"Amigo, tem uma luz, um led sei lá o que no meio da tela do meu note esse é o problema isso ocorreu depois que voltou da assistência",1
1214,Já mandei fotos vcs não conseguem verificar?  Me passa uma forma de envio da imagem que mostro,1
1215,"não e bem um problema que estou tendo, eu estou querendo aumentar o tamanho da memoria RAM do meu notebook, pesquisei em alguns sites e vi que para colocar um pente de memoria RAM preciso saber se a placa mãe é compatível com o pente",1
1216,Isso. Brigado,0
1217,o modelo da placa mãe é: Lancer 4A2,1
1218,"entendi, muito obrigado pelas respostas, tenham uma boa noite!",0
1219,nenhum,1
1220,Só isso obrigada,0
1221,Isso mas o CEP e esse,1
1222,Não achei a opção,1
1223,Eu vi agora  no mapa lado impar 66630 365,1
1224,posso falar com um analista ou vendedor?,1
1225,eu não tenho um produto Lenovo,1
1226,Agora dar pra resolver  por favor ou vou ter que recorrer  ao Celso russomano,2
1227,antendente,1
1228,Amanhã  quero resposta  porque  vou fazer a denúncia  que paga o produto  e não  tem garantia,2
1229,quem fala é atendente ou o robô ainda?,1
1230,"Tanto em um como no outro o problema na tela e o mesmo, concluindo q não se trata de problema no navegador e sim na tela do notebook. Espero que a Lenovo repare ou troque meu notebook pois os problemas do aumentam, HDI, TELA",2
1231,pe047xwd,1
1232,"Boa noite, gostaria de saber como faço o reparo do meu notebook lenovo?",1
1233,As dobradiças da tela quebraram e estão amaçando a carcaça do teclado,1
1234,gostaria de saber como faço o reparo,1
1235,Número de Série: PE0250Y6,1
1236,quero colocar uma imagem  no lenovo y720 no meu,1
1237,"Comprei um Lenovo 520-15IKBN, s/n: PF0Y2MT4 e MTM:80WK0117PG na FENAC Portugal - Colombo no dia 18/04/2018. Esta máquina segundo a vossa assistência técnica queimou a placa mãe ('mother board') que tem o item number 5820N00231.Como este problema não se relaciona com o uso, mas sim com um defeito de fabricação, solicito que me informe como devo proceder para que a LENOVO me encaminhe a nova placa para ser substituída em vossa assistência técnica. Obrigado",1
1238,As vezes sim,1
1239,Após instala fica normal,1
1240,PF0Y2MT4,1
1241,"Depois que veio do reparo, estava um pouco lento mais atualizei tudo é ficou normal",1
1242,Mas me mandaram e-mail falando que já foi postado hoje,1
1243,68760000,1
1244,aguardo retorno no email:pedro.d.coletta@gmail.com,1
1245,"Ok, eu tenho aula até o dia 12/06 e estou finalizando o meu artigo TCC posso enviar após essa data ?",1
1246,Ou precisa ser agora,1
1247,Tenho 10 dias para envio a partir de hoje então da certo isso ?,1
1248,"Olá, eu preciso de ajuda com o meu teclado",1
1249,aparece uma mensagem na tela,1
1250,O SN é YB02469981,1
1251,boa noite!,1
1252,qual a diferença dl dl380 gen10 para o sr650,1
1253,então eu gostaria das chaves do windows 10 que adquiri.,1
1254,"Olá , Boa noite gostaria de saber quando o produto",1
1255,"Boa noite, gostaria de saber quando o produto Notebook Ideapad 330s AMD Ryzen 5 está disponível para venda , pois ele está esgotado no site",1
1256,Comprei um notebook ideapad e reparei que mesmo conectado aparece a seguinte mensagem: conectado mas sem carregar,1
1257,o que pode ser isso?,1
1258,conectado mas sem carregar,1
1259,preciso de um esclarecimento,1
1260,"bateria conectada mas com a mensagem, conectado mas sem carregar",1
1261,não está carregando,1
1262,estou precisando de um carregador para aparelho k 5,1
1263,"Ola, boa noite! Estou com problema no meu notebook, pois a parte de trás do direito quebrou. Consigo utilizar normalmente, mas ao abrir, cada vez mais parece que vai ceder a peça. Gostaria de saber, como posso fazer para deixa-lo na assistência? Destaco que não está mais na garantia.",1
1264,S/N PE042POW,1
1265,Não estou conseguindo concluir a compra...,1
1266,"Ola, boa noite! Estou com problema no meu notebook, pois a parte de trás do direito quebrou. Consigo utilizar normalmente, mas ao abrir, cada vez mais parece que vai ceder a peça. Gostaria de saber, como posso fazer para deixa-lo na assistência? Destaco que não está mais na garantia.  Segue o número de série: S/N: PE02JX38 MTM: 80H0000BR",1
1267,"Estou na etapa dos meus dados pessoais, porém quando coloco meu e-mail diz campos inválido.",1
1268,opções,1
1269,Valor do notebook lenovo G 405,1
1270,Nunca mais compro NADA nessa empresa.,2
1271,Notebook lenovo 330 mx150,1
1272,Comprar notebook lenovo 330mx150,1
1273,Eu entrei em contato mas a garantia acabou tive q eviar pra autorisada,1
1274,Estava com defeito quando abria,1
1275,Já consegui concertar,1
1276,"Qual faixa de preço do 81JV0001? De 15,6'?",1
1277,Fonte,1
1278,licença windows,1
1279,PE00PPR0,1
1280,Bom dia! Pretendo substituir meu HD que vem apresentando clusters com problemas. Talvez troque por um SSD e substitua o drive por um HD. Gostaria de saber qual a melhor forma de transferir meu windows (que agora é windows 10 atualizado no período de lançamento) para esse SSD ou novo HD.,1
1281,Como posso prosseguir?,1
1282,Meu telefone não inicia,1
1283,Ola tdo bem.,1
1284,Tenha um bom dia.,1
1285,Sei,1
1286,S/N WB10216447,1
1287,Linovo G580,1
1288,"ok, mas como consigo elas?",1
1289,A etiquetinha ficou toda manchada,1
1290,Não consigo ver,1
1291,onde acho as especifica'ões técnicas do meu ideapad 320?,1
1292,a lenovo vende placa mae,1
1293,Gostaria de saber sobre um produto que a nota fiscal já foi emiyemi,1
1294,"ola boa tarde,",1
1295,meu nome e Cleber cardoso,1
1296,Saber sobre a manutenção do meu notebook,1
1297,38 999687438,1
1298,Quero uma posição sobre o conserto de meu NB 5000279600,1
1299,quero saber sobre servidor,1
1300,quais saites vende placa mae,1
1301,lenho um computador da lenovo e preciso instalar a impressora para isso preciso do leitor de cd,1
1302,Posição de conserto do meu Notebook OS 5000279600,1
1303,onde fica o leitor de cd?,1
1304,..,1
1305,5000276465,1
1306,Posição sobre conserto do meu Notebook,1
1307,alguma previsão para lançar o y740 no Brasil?,1
1308,"Por favor, tenho duas semanas tentando comprar no site de vcs. Cancelaram a compra e nunca me disseram o motivo!",1
1309,levei o meu notebook para assistencia tecnica  ele disse que precisa colocar uma placa mae nova,1
1310,comprar acessorio,1
1311,"Certeza que este produto esta esgotado? Lenovo 65W AC Adapter (BR) para Ideapad 310, Yoga 510 e Yoga 520",1
1312,eu gostaria de saber qual marca de memorias para que eu possa comprar para meu equipamento,1
1313,Previsao de entrega,1
1314,Quero saber a data de previsão de entrega,1
1315,"Oi, pode me ajudar ?",1
1316,estou procurando esse modelo especifico notebook lenovo ideapad 320‑14ibr i3,1
1317,nao acho a chave de validaçao  do office,1
1318,Gostaria de saber o número da transportadora,1
1319,eu atualizei os drivers,1
1320,mas msm assim n apareceu a opção para abrir as configurações graficas da intel,1
1321,e nem as de monitor da nvidia,1
1322,desculpe a demora pra responder,1
1323,a internet caiu,1
1324,gostei do modelo V520s SFF queria saber se existe a opção de trocar o hd por um ssd,1
1325,quais são os procedimentos para fazer,1
1326,tenho medo,1
1327,qual garantia voce pode mim dar,1
1328,Recebi o codigo de autorizacso de postagem com validade ate 10_06,1
1329,vou mandar pelos correios,1
1330,tenho n,1
1331,como eu faço??,1
1332,mas eu creio que o da intel já resolve o meu problema,1
1333,"O numero da ordem de serviço deve ser escrito apos estar embalada a caixa, ou direto na caixa antes de embalada",1
1334,mas eu aceito essa solução da nvidia tbm rsrsrs,1
1335,Estou enviando meu computador pra vcs,1
1336,a LENOVO TEM OUVIDORIA?,1
1337,oii??,1
1338,oi quero rastrear meu nootebook,1
1339,É possível alguém da Lenovo me guiar por telefone para que eu possa formatar completamente o HD do meu computador e restaurar as configurações originais?,1
1340,"Rua Antônio Alves Particular N 55 Vau Açu, Ponte nova MG",1
1341,Sabe me dizer se o Ideacentre A340 esta disponivel?,1
1342,Quero saber se ja estão vendendo um produto,1
1343,"Ao lado da data tem o horário e a cidade que foi encaminhado , você poderia me informar se a hora é o horário que irá chegar na cidade?",1
1344,preciso de ajuda,1
1345,meu lenovo vibe k6 está com problemas,1
1346,vou mandar meu computador para a fabrica,1
1347,"Boa tarde, gostaria de saber se vira com o produto a nota fiscal discriminando os serviços realizados, ou terei que pedir depois",1
1348,"colei a nota fiscal do lado de fora da caixa, mas passei o papel pardo por cima",1
1349,Fiz,1
1350,dps de fazer o backup,1
1351,qual eh o procedimento,1
1352,"Tudo bem , muito obrigado.",0
1353,tem como me falar porque meu pedido foi cancelado ?,1
1354,o atendimento de vcs eh até as 18 né?,1
1355,"vou fazer o backup hj e amanhã continuamos, pode ser?",1
1356,vou pensar,1
1357,depois falo com voce,1
1358,"Acredito que sim, mas tem garantia estendida!",1
1359,PEOOTLL4,1
1360,é comrpas,1
1361,compras,1
1362,PE00TLL4,1
1363,muito obg,0
1364,oi pessoal boa noite,1
1365,tudo bem?,1
1366,"Olá, gostaria de contratar serviço de manuntenção de computador que atenda em casa. Tenho um notebook lenovo fora da garantia. Podem me ajudar? Estou em Belo Horizonte - MG. Gostaria de referencia.",1
1367,boa tarde !,1
1368,Ponto frio,1
1369,PEO121UG,1
1370,Numero nao aparece mais,1
1371,esse note é compativel com HD ssd entrada M2,1
1372,"Hum, tá bem, obrigada",0
1373,Liga e desliga em seguida,1
1374,me ajuda,1
1375,tudo bem,1
1376,opa,1
1377,obrigadaaaaa,0
1378,"eu li a respeito, mas vim aqui ter certeza",1
1379,Comprei 2 notes que deveriam ser entregues hoje e não os recebi,1
1380,Não consigo rastrear o pedido,1
1381,Mas não respondem,1
1382,Gostaria de saber se tem algum desconto se for à vista?,1
1383,mas eu ja resolvi,1
1384,Modelo é o G470,1
1385,RB 00332237,1
1386,Queimou a fonte hkf2502-3a do meu pc,1
1387,Aguardo um retorno e desde já agradeço,1
1388,não tem conserto e não estou achando essa peça no brasil,1
1389,Essa é aunica etiqueta qu3 aparece. Ele desliga antes de apaecer a tela.,1
1390,Modelo 20078,1
1391,Isso. Gostaria de uma referência da Lenovo em Belo Horizonte.,1
1392,"Ok, vocês nao tem um tecnico da confiança da empresa para indicar?",1
1393,"Ok então, obrigado.",0
1394,"Gostaria de saber se o 330s com amd ryzen 5 realmente perde desempenho apos 10min de uso em jogos, pois gostaria de comprar um e esse seria o foco",1
1395,"por que a bateria do z400 é tão ridícula? eu uso a opção otimização da bateria, ou seja, carrega 50% e pára mesmo conectada na energia. se eu tiro o carregador, em 10 segundos já aparece a mensagem de que o computador será desligado por falta de bateria!",2
1396,Muito obrigado,0
1397,PEY2826,1
1398,Quero compra uma peca de liga o celular,1
1399,Pq o meu quebrou,1
1400,"Boa noite, gostaria de agradecer pelo  conserto da tela do meu notebook. Entretanto, hoje quando decidir restaura-lo para as configurações de fábrica, me deparei com o seguinte erro. Sempre que tenho restaura-lo através da System recovery, Solução de Problemas, Restaurar o PC, Remove tudo, Limpar a Unidade, e por fim, Redefinir. A restauração sempre trava em 44%, independente do tempo que eu espere, nada muda. Já realizei esse procedimento 3 ou 4 vezes e não ouve nenhuma mudança. O que devo fazer para solucionar esse problema?",1
1401,"ok, mas é que também irei utilizar para estudo apos as férias. ele é compatível com distros Linux?",1
1402,Oi boa noite!,1
1403,ou apresenta alguma incompatibilidade?,1
1404,Notei pelo rastreio que dia 03/6 o notebook chegou na central de reparo,1
1405,Gostaria de saber qual o prazo para efetuar o serviço?,1
1406,"Ok, muito obrigad",0
1407,Como fazer a restauração de fábrica?,1
1408,"sim, distribuições Linux como Debian, Ubuntu e fedora",1
1409,"Creio que aguardei cerca de 30 minutos, mas se quiser posso aguardar mais tempo e depois relatar se ouve mudança.",1
1410,"É o Apocalipse! Eu estava com o pdf da nota na tela, PORÉM, meu z400 sofre daquela doença de que quando se usa a tecla de brilho, a tela fica escura. Sempre que esbarro nessa tecla é um inferno. Lembrei que em uma das vezes reinstalei o drive. Estou tentando isso agora.. . Mais uma das várias zicas que esse note tem. Uma canseira..",2
1411,Estou pretendendo restaurar mais por sentir que ele está um pouco lento e pra eliminar qualquer vestígio de vírus ou algo corrompido no sistema.,1
1412,não deu certo reinstalat o drive ... droga.,2
1413,comprei este notebook dia 29/11/2013,1
1414,"Certo, eu havia desligado o notebook, pois não sabia que levaria muito tempo pra restaurar. Dessa vez deixarei ligado a noite toda caso venha parar em 44% novamente, e se não tiver mudança enviarei uma mensagem informando.",1
1415,Pq a peca do meu celular quebrou de liga tenho como eu compra essa peca,1
1416,"já estou no forum. estou tentando esse negócio de regedit, mas não sei não...",1
1417,quando à bateria...,1
1418,troca aparelho,1
1419,meu teclado disparou,1
1420,eai,1
1421,Gostaria de possível me indicar como posso encontrar a declaração de transporte no site dos correios,1
1422,Creio que seja apenas isso 😊,1
1423,segue a imagem:,1
